text,label
c'est du jargon gauchiste tellement galvaude que s'en est devenu un running gag.,0
je crois qu'aurélien taché est en train de passer du statut de gauchiste à celui de vraie ordure. juste un mauvais…,1
moi il prennent pour un attardé mais wlh ça fume ils comprennent pas notre humour supérieur,1
il est attardé???,0
l’antisémitisme de nos jours vient de l’extrême-gauche et de l’islam.,1
soral dieudonné sur les juifs : c'e…,1
tu réponds un tweet qui parle de racailles tu parles de migrant. t'es vraiment attardé je crois.,1
toujours les memes arguments. un classique du parfait petit gauchiste! des que...,1
tais toi gauchiste,1
quand j'etais gamin mon meilleur pote était juif. je ne l'ai su que lorsqu'un maghrébin l'a…,0
qu'en tu est contre la doxa gauchiste tu passe pour un facho....... le simplisme à son paroxysme !!,1
la fachosphere ete inventee par la conosphere gauchiste cours d'arguments. la survie qu'on peut.,1
la fachosphere ete inventee par la conosphere gauchiste cours d'arguments. la survie qu'on peut.nla cgt ap,1
vos musique de pedale gauchiste dont aucune maison de disque ne veut.,1
bon comme j’imagine que t’es une ptn de feministe lgbt pour changer…,1
giagia tu dates de ouf jtoublies pas ;) vive les renois,1
euh bah ça pas longtemps que je te connais et hyper sympa/drôle et j’me tape tjrs des barres avec toi et l’autre attardé,0
c ça les rebeus gro,1
sai mongol,1
vérité #islam #musulmans #mosquee #censure #sos #europe #libertéexpression #ong #gauchiste…,0
en fait la violence fait tellement partie de l’adn de l’extrême gauche depuis les bolchevik…,1
il s’est en aucun cas prit pour un god mdr regarde ce qu’il marquer sur le tweet au lieu de compter les murs attardé,1
petite pensée aux rebeus qui se font contrôler 8 fois par semaine sachez que benalla va acheter chaque matin son j…,1
vasy leno c’est un attardé,1
✞père henri boulad✞: « j'accuse l'islam d'être à la source du terrorisme » via,1
ouah les rebeus qui se rapl de maher zain?,1
eh laisses alia en dehors de ça ! pas questions de blanc ni de renoi ni de noich rien juste des potos,1
la rétorique préferée de l'extreme droite. je suis pas raciste j'ai un ami arabe. ca ne marche…,1
il dit ça en faisant valoir le vocabulaire de la gauche attardé qui nous entoure depuis tant d'années.,0
ils minimisent totalement le harcèlement etc même pour avoir taffer je reste carrément choquée de la manière dont…,1
pour defendre les arabes il n’a pas d’autre argument que des insutes.…,1
ces toi qu’à inventé la langue arabe sale pute ?,1
clim de quoi ? la clim elle est au parc mongol que ce soit draxler neymar ou mbappe ils avaient peur d…,1
un attardé tain ça gratte,1
n'en deplaise jean-gauchiste jean-sioniste ou jean-antiraciste les juifs ont etes les principaux instigateurs,1
wowowooo je suis pas consentante déjà de un de deux tu veux juste les papiers sale arabe d: et…,1
avec castaner l'islamo-gauchiste l'interieur...je crains que non!,1
en meme temps en 1 h de cours l'arabe c'est appris ! wesh wallah nick ta mère la pute sale franssé mo…,1
je suis farouchement contre l'avortement mais votre tweet est vraiment débile. mais atteint des niveaux. aucune…,1
sale grosse merde de juif est une insulte antisémite.,1
1) t'es attardé,1
les racistes de mon curious cat que dieu apaise votre haine et votre rancœur envers les renois,1
etre au sommet de la chaine alimentaire = torturer des animaux pour mon plaisir ?,0
accessoirement il s'est pété le pied contre un meuble cet attardé,1
mais joséphine arrive à pecho des rebeus avec sa couleur de cheveux? — mdr vous la sous-estimez beaucoup trop,1
vous etes pourtant toujours gauchiste malgre vous me...,0
pourquoi quand je vois #macron j'ai l'impression de voir un gamin de 7 ans avec sa maman brigitte. #imature #attardé #france,1
jparle de la cops mais si t'etais pas un attarde t'aurais compris,1
dans mon équipe à la fac clrmt 20 rebeus/renois sur 600 c chaud,0
la semaine dernière c’était l’africanisation et l’islamisation de la france aujourd’hui c’est le négationnisme .,1
aah c'est bon ta repris les cours ?,1
2) confusion volontaire entre violence et légitime défense et entre…,1
#macron est un enfant gâté un adolescent attardé il n'accepte pas qu'on lui dise non o…,1
forum islam: au nom de la lutte contre le séparatisme et le terrorisme l'etat chinois entreprend la désislamisati…,1
tu sauves des migrants,1
faut vraiment être un attardé mental pour écrire cela et ensuite cliquer sur tweeter,1
nous aussi nous luttons contre le colonialisme en l'occurrence la colonisation de peuplement africaine et arabo-mu…,1
c bon tg tu force sale arabe,1
ben exactement,0
le hashtag #pasdevague sonne enfin le glas de l'ideologie laxiste gauchiste qui predomine depuis des annees au se,1
mais les mecs leurs sale arguments c féministe=moches mais est toutes des putains de frappes ici et c’est pas…,1
le danger pour la france sont :l extrême gauche violente (noborderantifaza…,1
ps mais el acquiaissais tout ce qu'el disait el disait à la russe laisser tomber faut ps par…,0
mamah mais marquinhos mis les nerfs abusé ! quel guignol et l'arbitre encore plus mongol #ompsg,1
jparle de qui jveux quand elles se font baiser par rebeus ça prend le seum tt d’un coup allez bize,1
ces dames arabes toujours à se plaindre,1
j’suis le renois le plus gentil au monde..,0
peuple mongol ? mais ils consomment du lait :s,1
c’est un mongol mais il est trop dans mon coeur,1
c’est le moment où le chef du gouvernement va passer pour un dangereux gauchiste,1
les kabyle tjrs dans la violence c'est pas possible,1
philippe est 1 gauchiste indignité anti qui louvoie selon le client,1
gros attardé,1
te propose un essai et toi tu parles ching chong. tu verras…,1
tu é mongol,1
tu parles sans savoir encore une fois.. dans le virage nord t’as des renois des rebeu et t’as pas…,1
quel ramassis d’attardé,0
ah ? jsp j'ai bloque direct cmb ?,1
comme vs savez pas séparer l’islam du terrorisme mdr en tt k,1
les migrants ne gagnent/reçoivent pas davantage de l'état que les p…,0
faut-il arrêter de subventionner la presse qui encourage la haine la violence et le désordre ? ... #députés,1
loon-plage : la cycliste inventé son agression par des migrants. elle est simplement tombée de son vélo.,0
kyrgios mdr quoi ... le mec c'est un putain d'attardé un gosse de riches mal éduqué,1
ptdrrr tout les « anti satanistes/theorie du complot » dans la sauce,1
putain après faut pas s'étonner que les étrangers nous prennent pour des putain d'attardé,1
dirait un gauchiste qui chouine source ?,1
ptdrrrrr et après tu dis c’est moi l’attardé ?,1
au jz tu trainais avec des rebeus et des footeux ?,1
mais te formé sur le tat gros mongol sort de chez toi wesh,1
des attarde qui comprenne pas yen beaucoup trop,1
la diarrhee gauchiste en pls...n#bolsonaro,1
que mongol #askfandoms,1
la vraie question est: la france veut-elle encore un peu plus de violence !?,0
maniaseries: «4 blocks» explore le monde brutal des clans mafieux arabes berlinois à la……,0
gros gauchiste,1
#duisburg 4 réfugiés arabes lardent de coups de couteau une ado allemande enceinte de 5 mois qui cru qu’elle p…,1
la tronche du gauchiste typique....,1
mais il est completement attarde mdr,1
plus de 60 villes ont déjà dit oui pour venir en aide aux réfugiés. et la vôtre ? …,0
bizzarement y’a que des renois qui m’insultent serai ce les plus grosses putes de l’univers? mdr,1
alors espece d'abruti profond l'etre humain est au sommet de la chaine alimentaire. donc pauvre con,1
ceux qui font l'apologie du terrorisme ce sont ceux qui répètent partout q…,1
qs s'est comme merkel et tous les autres en europe aime les migrants hommes seulement pour venir c…,1
un gauchiste c'est comme le poison ça agit d'une mort lente,1
absolute mongol,1
si tu préfères morel qui que ce soit c’est soit que t’es de sa famille soit t’es attardé. merci,1
c’est quand même fou. peut rigoler sur les noiches les rebeus les renois et même les blancs. mais les juifs fa…,1
donnez l’exemple vielle mentalité gauchiste!!,1
j’avoue souffre trop nous étudiants renois. force à toi est ensemble !!!,0
ya que les petites rebeus de 18ans pour critiquer les trucs qui nous font rire ou qu’on fait,1
les rebeus de répu c’est vraiment les pires,1
ferme ta gueule islamo gauchiste. en mai 2019 vous allez vous prendre u…,1
mdrr dirait le mien j’dois le réanimer toutes les 5 minutes ce mongol..,1
faut réfléchir au lieu d'agir comme des attardé,1
Ça enlevez ça localisation pour allez voir renois1 et pcq elle ce localise avec renois 2 vu que y’a pas trop de con…,1
ici c'est arabo-satanique. pour le sale arabe je le croisais…,1
caddie vu que t'aime pas les animés sale attardé de chien bourré des bois,1
ballon d'or c'est sur l'année 2018 mongol,1
c'est du 1vs1 tu peux rien contre mon sale arabe !!,1
ahh da va raconter ça au village pro mama frança nous sommes des arabes !,1
pour bernard kouchner la france devrait «prendre plus» de migrants…,1
donc bassem vient clairement d'appeler tt les turcs qui habitent à tours de tuer les renois enfin de venger le père…,1
va tous t’unfollow gentillement sale arabe que tu es,1
pk faut-il tjrs q les arabes soit pervers mashallah,1
jamais jsuis pas un gauchiste,0
matt groening serait une pute gauchiste ?,1
listo mongol ya trollié mi duo minglee,1
euh je ne suis vraiment pas attardé sur ‘’ belle fille’’ hein je demande si tu dé…,0
les maghrébines qui sont attirés par les renois elles sont comme les lgbt obligé de le revendiqué.,1
non les médecins doivent pas porter de jugement à l’égard de leurs patients s’ils sont contre l’avortement et refu…,1
mais mec ta 3 de qi ou quoi ? c'est pas les rebeus qui se considère pas occidentaux mais les blanc qui…,1
regarde les gros likes quil que des renois qui soutiennent ce gros fdp de raciste,1
pourquoi que ce mongol apparaît sur mon twitter? c'est tu un gars payé 300$ de l'heur…,1
que des renois qui sont d'accord avec son tweet ...,1
ce qui est une offense au terrorisme c'est de voir nos dirigeants qui ne font rien quant à la montée…,1
tu e mongol,1
tous mes profs utilisent le bon prénom et j'ai même changé de prénom au secrétariat de la fac,0
sous la direction de genghis khan l’immense empire mongol utilisé un système postal avancé à travers l’empire. #uoim2,0
les renois de ce réseau c les meilleurs sah wallah elle m'explose mdrrrr abuser,1
oui il n ya pas de grd remplacement ni de racisme anti blanc ! c tjr arabe noir jeune en s…,0
complice ..... tu diras gauchiste c pareil,1
après que le renois ai eu ce qu’il voulait il l’a raillé dans ça liste,0
j’adore faire mangé tout en écoutant vos vidéo mdr l’attardé ici qui oublie des mots dirait…,1
est pas bien la ? entres renois ?,1
et restes trql avec tes sales arabe sale vielles conne,1
tkt ses des mongol,1
tu fais dla pub aux renois toi,1
« pour réduire les coûts d'une immigration exagérée pour expulser plus rapidement les délinquants et les faux dema…,1
je sais que t'as les moyens de donner + sale juif,1
ching-chong mes followers d'amours aujourd'hui j'apprends parler le chinois chingchongchang (tot),1
intelligence d'un ado attardé !!!,0
wllh la vidéo elle fume dirait vraiment un attardé mais le pire c'est que ça le représente bien ce fdp,1
- un beauf blanc traite un arabe de sale arabe c'est l'expression d'un racisme systémiqu…,1
pour comprendre le racisme anti noir structurel chez certains arabes: ouvrez le génocide voilé de . un…,1
cette violence est incroyable là?,0
baita dum mongol esse teu,1
dois mongol,1
l'islam est néanmoins gangrené car porteur de terrorisme c'est un fait.,1
vous vouliez dire que la rhétorique islamo-gauchiste est souvent calquée sur la rhétorique antisémit…,1
hey es mongol ou quoi? parle de meurtres,1
quand tu lui dit que la commission est un monstre anti démocratique non élu il te traite de débile! il vi…,1
grèce: les transferts de réfugiés et migrants vers le continent s’accélèrent,1
gros jtai dit bouche ta chatte de là jveux pas debattre avec un attardé qui se croit drôle et son suceur. circule oublie pas,1
mdrr ce mongol déjà j'ai beau être un fan de…,1
je suis trop moche pour attirer les beaux renois ou chabin c’est ça????,1
machin à lunettes va se faire une fois ramasser par des migrants et il pleurera. fran…,0
vs vs rendez compt que la jrisk de sauter pcq jecrii com une mongol jui deg :((,0
esperons que cette jeune femme est contre l’avortement…#france,1
ah les rebeus c’est réel hein :),1
oui enfin l'impérialisme chinois ça se résume à: cool l'afrique à merde les mongols nous déf…,1
sale con!!tu est juif?!! tes gosses sont juif!!ils vivent aux etat unis!! alors fe…,1
... le terrorisme est un mode opératoire un procédé technique qui ne porte en soi aucune idéologie. mai…,0
c'est des attardé,1
Être contre la peine de mort mais militer à fond pour l'avortement... si toi aussi tu fais caca sur la logique de…,1
en mode tu vas faire quelque chose contre ce grand renois d'1m90,1
les balkaniques font tout par la violence et la sauvagerie. ces peuples n'auront jamais la paix int…,1
critique pas l’5 stp dans l’16 y’a renois qui s’font sucer,1
un lion ne mange pas que de la viande meme si c...est l...essentiel pour lui. donc cal...,0
woah je pensais que t’étais programmé en igbo et en mongol traditionnellle !,1
avec tout ce qui s'est passé trump continue d'alimenter une théorie du complot antisémite... un pays en perdition.…,1
nan à mon avis ta pas visité la map et ta pas chassé et tout. tu t'es plutôt attardé sur les missions pri…,0
. oublie que #zemmour signifie olivier en berbere.ntoute la fatuite du gauchiste de salon !,1
etes-vous d’accord avec bernard kouchner qui dit que « nous devrions prendre plus de migrants »,0
va tfaire briser le cœur par des rebeus et vient faire le mec après,1
mon voisin du dessus il est pour le psg ce mongol il vient de faire un énorme hement en criant « mbappeeeeee » o…,1
putain mais c'est un fake mongol,1
des criteres positifs mais qui meriteraient que l...on s...y attarde.nmais ne boudons pas notre plaisir !,1
j’ai été remplacé par un autre renoi dans les snaps d’une sale algérienne,1
mdr sale chienne de féministe de merde,1
vous aimez trop rire des blancs mais quand un blanc tweet un truc sur les renois ça fait les chialeurs la team wakanda se révolte allez nvm,1
naza mongol te po na banda ko seka seka kk boyer s…,0
merci merkel et l'ue qui préfère le migrant sans papier qui lui n'est même pas expulser ....bizarre ces gens,1
au ça s'attarde sur le psg mais pour parler des fraudes fiscales ça dur 36 secondes bande de tocar…,1
kooooooooo « je comrpends pas il y’a des rdv? » jsplus elle avait dit quoi cette mongol,1
alors ouvre pas trop ta gueule. parce que ici qui besoin d'une substitution la vi...,1
tout les jours negro c'est fridayyyyyyyy,0
mongol ace,1
prr mongol,1
ce serais bien d'eviter de parler et d'argumenter autour de chose que tu ne maitri...,0
qd sait le niveau intellectuel de c migrants ou autres africainsil n'y pas de q…,1
mdr les mongol,1
n'empeche tu te prends la tete sur un attarde ca fait mal..,1
c ça votre problème frère parle de kamila oklm pk tu ramène laura ? wsh c une maladie ou quoi ?,1
ptdrrr va voir le cortège liverpool des ultras du psg et dit moi le nombre de renois et de…,1
salut les islamotrump ! demande juste nous les gauchiste que vous gardiez votre foi pour vous....,1
je peux presque comprendre qu’on soit contre l’avortement. mais sortir des âneries pareils pour défendre son point…,1
et aller une putain de laryngite comme aime à tousser comme une grosse debile et plus avoir de voix et être sous antibio,0
rt la fachosphere ete inventee par la conosphere gauchiste cours d'arguments. la survie qu'on peut.nla cgt appelle ne,1
c'est pas serieux j'espere je sais que c'est un attardé mais pas ce point la,1
jeu vidéo et violence : media complice ou media victime ? c'est le thème des rvl de ce soir organisées par…,1
kooooooo respirer un peut dans vos bouche y’a que les femmes renois kink les noir kinking gros elles parle de se…,1
ces attardés comme vous vous plaisez à les nommer sont tout simplement luc…,1
je vais répondre encore une fois par un autre proverbe arabe: « le chameau ne…,1
jsais pas de quoi tu parles vu qu'il suppr mongol,1
je te démontre qu’il aurait eu hors jeu mongol apprend le foot boloss,1
bienvu pour cette espèce d'attardé j'ai supprimé mes photos,1
soutenir la fachosphere qui plus est complotiste drôle de conception du libéralisme.,0
monsieur le mongol n'a pas de burnes ?,1
non je préfère juste que tu arrêtes d'employer ton vocabulaire de gauchiste (c…,0
j'aime une vidéo chine : le rejet des migrants africains à l'adresse,1
le mec il est noir mais il dit quand même blackos allez mdr.,0
quand je vois ta façon de t'exprimer je crois qu'entre nous deux c'est toi l'attardé mdr allez ciao,1
sosracisme.... je préfère ne rien écrire.... cette association gauchiste ne sert à rien !,1
#harcèlement sociale. piratage informatique. vandalisme auto,0
ce n'est qu'au cameroun qu'on laisse les vraies choses et s'attarde sur l'o…,0
donc elle est nee de l'insinste je comprend pouquoi elle ressemble un mongol,1
ceux là méritent même pas qu'on s'attarde dessus ..j'vais pas faire unanimité là dessus…,0
#assises du gard # l’avocat de la famille de la victime souligne l’extrême violence de l’agression. nonagénaire fr…,0
je suis tellement contente que smythe davis ait sortit la mongol dorjsuren alors que là aussi elle est pas aidée pa…,0
tu dis ça avec une giga pp d’la tour eiffel mdrr sale arabe,1
quand en plus la violence sociale (perte…,0
je suis cho que y'a vrmnt des attardé,1
tu eh mongol?,1
insécurité: plus d'un quart des femmes renoncent à sortir seules de chez elles depuis des lustres la violence des m…,1
[série d'agressions avec violence : des faits de trop mais peu nombreux en corse] ( via…,1
j'attends la propagande gauchiste qui va balancer que l'extrême droite contribué à la monté en popularité de cet…,1
tavais qua pas te faire voler mongol,1
triste attardé,1
mtt mongol,1
dit l...attarde en question que dieu te pardonne cher ami que dieu te pardonne,0
et l’autre qui like le tweet avec écrit « sale arabe »#onestensemble mdrr,1
en tunisie la municipalité refuse encore de donner des prénoms non arabes à vos enfants,1
pour ceux qui douteraient du caractère complotiste et de l'antisionisme délirant d'abdelrahim ali voici un thread…,0
je m'attarde sur des détails de merde mais aussi son arme :,1
gauchiste ? la bonne blague. xavier bertrand est un gauchiste ? les sc…,1
ptdrr ya 2 renois elles parlaient lingala la chef ellle dit direct ooh vous parlez quelle langue la imaginez moi…,1
c’est comme si tu disais islam =terrorisme,0
j’ai que ce screen sinon elle taillé les arabes plein de fois y’a rien d’ironique là dedans,0
aucun problème ! Ça ne gène pas l’apprentissage! penchez vous plutôt sur le harcèlement scolaire le pr…,1
oulaaa les mongol il raffale tt la racaille blanche deja,1
nous sommes ici en plein delire de la raclure gauchiste super tare et totalement tordu qui ne comprend rien rien!,1
rt bonjour je suis un gauchiste bobo et je reveille apre,1
attention ce n'est pas un media gauchiste qui ecrit....nn je ne pense pas m'avancer beaucoup en disant que la fam,1
grèce: les transferts de réfugiés et migrants vers le continent s’accélèrent: la grèce accélère les transferts de r…,1
ce sont tes frères qui veulent tabasser des renois car leur sœur sont attirées par des renois n’inversons pas…,1
très content du non probable de la #nouvellecalédonie. c'est un territoire qui mérite que l'on s'y attarde un peu p…,1
des voleurs certains sale arabe mdrr,1
je suis végétarien et voici ce que rencontre avec un éleveur mongol m'a fait réaliser sur l'écologie…,1
vs n'comprenez ps si tu n'as ps envie d'en manger tant mieux pr toi ms laisse ls...,0
calla mongol,1
bah c’est exactement cette tête là que je fais quand je la vois dirait une attardé,1
250 millions de réfugiés climatiques en 2050 la prochaine grande crise,1
pas d'amalgames espece de gauchiste,1
ça lâche des jtai vu mongol mais ça dis pas salut,1
et non il n’y pas plus de crimes commis par des migrants que des français blancs. seulement moins…,0
est-ce complotiste de considérer que l'uejf la licra et le crif militent pour l'immigration et l'antiracisme ?,1
libre le film de est un hymne à la collaboration avec la colonisation de peuplement africaine et ar…,0
ministre russe de la défense sergueï choïgou.le mongol dit,1
lol la bonne vielle tactique gauchiste! répondre par une questi…,0
bobo islamo gauchiste féministe à maniere au moins tu l'avoues tu es une bonne pédale bien pensante quoi ^^,0
t’as deja lu des noms rebeus ou polonais non ? pourtant tu parles pas les deux de naissance je pense p…,1
info - #mulongwe (#rdc) : les réfugiés burundais déplorent l’insuffisance en eau potable,1
cette vue ou le regard s'attarde et dessine des caresses,0
ah bah si veut lui explose sa race au char leclerc car eu l'intelligence de le developper,1
d'accord le gauchiste.,0
colisse que c'est un attardé! excusez le sacre mais je ne suis plus capable de voir ce débil…,1
mdrrrr j’imagine trop un mec faire du bruit tout seul chaque matin comme un attardé dans sa voiture,1
et c’est à paris bravo le migrants africains aucune éducatio…,1
ah le gauchiste... l'amour du débat l'honnêteté intellectuelle! :),0
merci au 405 mongol qui suivent et qui calcul jamais mes tweet ! je continuerai à forcer avec mes tweets meme si…,1
trop negro nous aussi n'est content de retrouver. merci le parolier,0
pour en finir avec la cruelle imposture des migrants (4/4) - abbé olivie... via,1
j'crois j'suis attardé ++ mais rassurée moi c'est pas vivant ça ? ont à tous déjà vue la pub à la télé…,1
ah oui et la presse française va continuer d'expliquer qu'un arabe criant allahu akbar en tuant un mécréant n'est…,1
c'est con un gauchiste quand meme !!!,1
mais non je t’ai répondu mongol,1
rebeu en lv qui signe un renois mal élevé,1
tripper le mongol,1
le mec se plaint de militantisme gauchiste alors qu'il publie fake news sur fake news d…,1
je note que les médias ont decidement beaucoup de mal nommer le racisme anti blancs comme tel...la bien pensence gauchiste veille.,1
citation du responsable de l'etude que tu n'as sans doute pas lu : c'est vrai qu'...,0
ceci ne donnet il pas justement raison zemmour ? et c'est un proche de macron qui prend la tete du terrorisme in…,1
laisse tomber t’es un mongol,1
Ç est ça l’accueil et l’intégration des migrants…,1
et les renois vous forcez enfermez votre cousine la,1
tout individu noir arabe ou qui crie allah akbar est un terroriste. par contre un blanc d'extrême droite antisém…,1
tiens encore cette théorie du complot antisémite...,0
mdr c’est encore un attardé mentale donc non recevable,1
vraiment un sale arabe lacrim,1
mais quel match de mongol!!! #imfc,1
pas en le mettant remplaçant bande de mongol,1
l...ideologue gauchiste au sommet insupportable,1
je suis juive et lorsque je vous entends parler d'antisémitisme je ne vois qu'une association gauchiste façon résis…,1
gauchiste contre gauchiste,1
un daron rebeu aurait sorti pareil sur les renois vous savez…,1
que mongol,1
soeur elle sept ans lui apprend jouer au echec elle nous dis mais pourquoi faut proteger le roi ? c'est une gauchiste certifiee,1
tu es sale comme juif...,1
faut pas s'étonner qu'ensuite ça déraille.. les parents sont aussi cons que leur ado attardé..,1
ce n’est plus une barbe c’est une fiche imprimée sur sa tronche d’attardé,1
les anti vaccins se nourrissent de la tentation #complotiste en jouant sur,1
quand je suis parti 4 mois en afrique cette année je suis rentré et chienne était toute heureuse donc t’en fais pas,0
vu que je suis métisse quand je traine avec un groupe de renois ils disent tous que je sui…,1
putain j’ai une envie de graille noich ça fait 2j mais maladie m’empêche d’avaler des substances solides aidez moi,1
Ça fait bizarre d'être en amphi devant des arabes et des renois qui jettent pas des boulettes sur lprof en vrai,1
selon les chercheurs les #jeuxvidéo peuvent réduire la violence chez les jeunes. au royaume-u…,1
#bresil exemple de #fakenews #gauchiste : ces sont les amerindiens eux-memes qui tuent les nouveaux-nes en les en,0
campagne de dénigration s’en fiche que les informations soient vrais ou fausses. c’est un peu comme les renois…,1
une bonne nouvelle pour les réfugiés et pour les droits humains,0
ching chong,1
corrente de mongol,0
sait tres bien qui sa vise dc si un blanc dis sale arabe de merde c pas du racisme non plu. ? peace,1
c'est définitif est un attardé mental. le mec il sait même pas écrire sa ville. repart vite à l'école…,1
par de mongol....,1
dites-moi pas que ça sort pile-poil maintenant parce qu'il pris position contre l'accueil des migrants en europe?,0
retour vers le futur ou comment l'islamisation des banlieues fabrique des antisémites :,1
j'te promet tu fais une fête à 21h t'invite que des renois la fête commence à 22h,1
l’arbitre est un attardé mental,1
regarde moi ce mongol chui ko,1
dégoût dégoût dégoût. mais il faut accueillir les migrants africains alors qu' ils ont des richesses et pourrai…,1
ne pas voter c'est donner une voix au lr macron au gauchiste etc,0
eh bin tu restes à oran!!! sale arabe que tu es,1
les bonnes larmes de gauchiste,0
le drapeau israélien indique donc votre attachement au foyer juif et par là…,0
je suis à roubaix et crois la seule chose qui vole ici c'est les rebeus,1
qu'attendre d'un gauchiste moustachu la staline ? Ça!,1
sjw et féministe twitter un sale combo,0
moore. le réalisateur s'attarde énormément sur les contacts et le physique de ses personnages. les corps tatoués su…,1
le gauchiste : à bas les religions,1
mdrrrrr genre y’a absolument que des noms arabes ? pas un seul blanc qui fasse des conneries dans le top 20?,1
j'ai vu ta vidéo et je te conseille vivement d'installer l'appli' qui lutte contre le cyber-harcèlement.,0
jcommence aimer les renois de plus en plus mdddr,1
les renois,1
mael rentre pas dans le sujet sale juif,1
putain les renois ou les arabes qui deviennent policiers wallah je vous voient en mal ! inshallah vous avez une vie…,1
2/2 de predateurs mangent aussi par gout renseigne toi le chat est l...exemple par...,0
#lfauit allez vas tire les larmes... tu crois que le mongol c'est tout rose sa life?,1
il faut arrêter ça « il y’a toujours eu » oui et alors il toujours eu des arabes…,1
tu es pour ou contre l'avortement ? — c'est difficile comme question... si la femme est enceinte je suis pour par…,1
Ça m’fume sur plato les gars renois que ils veulent tuer h24 c’est un délire,1
sachant que toute la symbolique antisémite et complotiste est présente.,1
ecoute moi j'ai obtenu le titre très prisé de bobo islamo gauchiste donc bon,0
bohhuu ! une femme mormon qui parle d’avortement et qui ramène ça au préservatif.. je suis d’accord…,1
jmen fou au moins mentionne l’egypte ft pas passer pr une mongol betement stp,1
mdr ta rien à perdre c’est une sale renoi qui dit d’la merde tant mieux qu’elle bloquer tu mérite pas de voir une tél merde,1
ah arrive le gauchiste ne supportant pas qu'on ne puisse avoir un avis different. bon blocage faites vous plaisir,1
renz gangsta le plus beau de tt les rebeus,0
ptdr tuchel il parle français d'un coup il bascule en anglais le mongol de paganelli il avalé sa langue en direct,1
surement des arabes pour changer !,1
gros tu vas pas t’y mettre aussi? y’a des renois qui vous demandent de ne pas dire nigga dites pas nigga…,1
les rebeus il glo à la fac grâce à la barbe,0
grave la même des mongol,1
Ça tombe bien le territoire recrute! moûtiers : 19 réfugiés arriveront début octobre,1
imaginez vous élevez une bizu pendant 18 ans et elle est féministe gay et islamo-gauchiste..... je préférerais que mon fils soit un violeur.,1
